DateRecorded,VehicleUsed,Event,EnemyVehicle,Distance,OrientationInSight,EnemySpeed,SelfSpeed
2021-03-29, Panther A,kb,ARL-44,0.1,Diag,13,0
2021-03-24, Panther A,k,KV-85,.5,Diag,13,0
2021-03-24, Panther A,k,KV-1 (Zis-5),0.13,Diag,2.0,0.0
2021-03-24, Panther A,k,Cursader AA Mk. II,.12,Diag,0,0
2021-03-24, Panther A,k,Churchill VII,.81,Diag,0,0
2021-03-24, Panther A,k,M4A3E2 (76) W,.42,Near-Perp,24,0
2021-03-24, Panther A,k,E.B.R.,.44,Diag,30,0
2021-03-24, Panther A,k,ARL-44,.57,Near-Para,0,0
2021-03-24, Panther A,k,M36,0.58,Diag,0.0,0.0
2021-03-24, Panther A,k,M4A3 (76) W,.55,Diag,0,0
2021-03-24, Panther A,kb,M4A3 (76) W,.55,Diag,0,0
2021-03-23, Panther A,k,T-14,0.02,Diagonal,0,8
2021-03-23, Panther A,k,M18,0.5,Parallel,0,0
2021-03-23, Panther A,kb,IS-2 (1944),0.1,Diagonal,0,0
2021-03-21, Panther A,kb,T-34-57 (1943),.01,Diagonal,7,0
2021-03-17, Panther A,kb,T-34-85 (D-5T) .32,Near-Perpendicular,0,0
2021-03-17, Panther A,kb,T-34-85,0.1,Diagonal,0,0
2021-03-17, Panther A,k,M41A1,0.1,Near-Perpendicular,7,0
2021-03-17, Panther A,kb,M18,.6,Near-Perpendicular,0,0
2021-03-12, Panther A,k,ISU-122,.9,Parallel,0,0
2021-03-12, Panther A,k,E.B.R. (1954),1,Near-Parallel,0,0
2021-03-12, Panther A,k,Comet I,.8,Diagonal,0,0
2021-02-25, Panther A,k,T-14,.6,Diagonal,0,0
2021-02-25, Panther A,k,ARL-44,.5,Near-Parallel,0,0
2021-02-25, Panther A,k,M4A2,.4,Near-Parallel,10,0
2021-02-25, Panther A,k,M10,.6,Diagonal,0,0
2021-02-20, Panther A,kb,M4A3E2 (76)W,.63,Diagonal,0,0
2021-02-20, Panther A,k,M41A1,.6,Diagonal,0,0
2021-02-20, Panther A,k,E.B.R.,.6,Diagonal,-2,0
2021-02-20, Panther A,k,M4A3E2 (76) W,Near-Parallel,1,0,0
2021-02-17, Panther A,k,AMX-M4,.9,Diagonal,0,0
2021-06-30, Panther D,kb,T-34-85,.38,Near-Para,0,0
2021-06-30, Panther D,k,IS-1,.76,Near-Perp,14,0
2021-06-30, Panther D,k,IS-1,.77,Diag,5,0
2021-06-30, Panther D,kb,M4A3 (76) W,.33,Near-Para,0,0
2021-06-24, Panther D,kb,T-34-85,0.13,Near-Para,0,0
2021-06-24, Panther D,k,T-34-85,.11,Near-Perp,,11
2021-06-24, Panther D,kb,E.B.R. (1954),.02,Diag,0,0
2021-05-31, Panther D,k,T-34-85 Gai,.1,Diag,0,0
2021-05-31, Panther D,k,M4A1 (76) W,.03,Diag,9,0
2021-05-31, Panther D,k,M4A4 (SA50),.01,Diag,0,0
2021-05-31, Panther D,k,M18,.03,Diag,10,0
2021-05-31, Panther D,kb,T-34-85,.08,Diag,0,0
2021-05-31, Panther D,k,M18,.01,Diag,12,4
2021-05-31, Panther D,k,IS-2,.31,Diag,0,20
2021-05-31, Panther D,kb,IS-2,.31,Diag,0,20
2021-05-19, Panther D,k,T-34-85,.65,Near-Perp,1.5,0.0
2021-05-19, Panther D,k,M4A3E2,0.01,Near-Perp,-1,0
2021-05-19, Panther D,kb,IS-1,.2,Diag,0,0
2021-05-13, Panther D,k,T-34-85 Gai,1.24,Diag,1.5,0.0
2021-05-13, Panther D,kb,KV-2,1.25,Near-Para,0,0
2021-05-13, Panther D,kb,Avenger,0.06,Diag,0,0
2021-05-13, Panther D,kb,ARL-44,1.48,Diag,0,0
2021-05-13, Panther D,kb,T-34-85,.11,Diag,0,0
2021-05-07, Panther D,k,Achilles,1.1,Near-Para,0,0
2021-05-07, Panther D,k,Pvkv m/43 (1963),1.2,Perp,10,0
2021-05-07, Panther D,kb,T-34-85 (D-5T),.2,Diag,0,0
2021-05-01, Panther D,k,E.B.R. (1954),.04,Para,0,10
2021-05-01, Panther D,k,E.B.R. (1954),.01,Near-Para,0,0
2021-05-01, Panther D,k,SU-85,Near-Para,-3,0
2021-05-01, Panther D,kb,E.B.R. (1954),.01,Diag,0,0
2021-04-25, Panther D,k,M4A3,.16,Perp,16,0
2021-04-25, Panther D,k,Avenger,.27,Near-Para,-5,0
2021-04-25, Panther D,k,M4A2,.15,Diag,0,0
2021-04-25, Panther D,kb,T-34-85,.28,Diag,0,18
2021-04-25, Panther D,kb,M4A3 (76) W,.6,Diag,0,0
2021-04-25, Panther D,k,M18,.14,Near-Para,0,0
2021-04-25, Panther D,k,T-34-57 (1943),.06,Diag,-2,0
2021-04-25, Panther D,k,IS-1,.08 Diag,0,0
2021-04-25, Panther D,k,Avenger,.95,Near-Para,0,0
2021-04-25, Panther D,k,T-34-85,.37,Diag,0,0
2021-04-25, Panther D,kb,T-34-85 (D-5T),.05 Diag,18,0
2021-04-13, Panther D,k,M4A1 (76) W,.03,Diag,-3,0
2021-04-13, Panther D,kb,T-34-85,.04,Diag,0,6
2021-04-13, Panther D,k,T-34-85,.20,Diag,0,0
2021-04-13, Panther D,kb Lorraine 155 Mle.50,.20,Diag,0,10
2021-04-13, Panther D,k,T-20,.02,Diag,0,0
2021-04-13, Panther D,k,M4A3,0.14,Diag,0,0
2021-04-13, Panther D,k,T-34-85,.24,Diag,4,0
2021-04-13, Panther D,kb,T-34-85 (D-5T),.11,Near-Para,0,0
2021-03-20, Panther D,k,Comet I,0.4,Diagonal,0.0
2021-03-20, Panther D,kb,Comet I,.3,Diagonal,0,0
2021-03-20, Panther D,k,T-34-85 (D-5T),0.12,Diagonal,0.0,0.0
2021-03-20, Panther D,k,Churchill VII,.09,Perpendicular,0,0
2021-03-20, Panther D,kb,M4A3E2,.1,Diagonal,0,6
2021-03-05, Panzer IV-70,k,M4A2,1.12 Near-Perpendicular,0,0
2021-03-05, Panzer IV-70,k,T-34-85 1.21,Diagonal,0,0
2021-03-05, Panzer IV-70,kb,M4A2 (76W),.01,Diagonal,0,0
2021-06-06, Sherman IC Tipo,k,T-34-85 (D-5T),.4,Diag,0,0
2021-06-06, Sherman IC Tipo,kb,IS-1,0.01,Perp,0,0
2021-06-06, Sherman IC Tipo,k,M18,1.38,Perp,0,0
2021-06-06, Sherman IC Tipo,k,IS-1,.04,Near-Perp,0,14
2021-07-30, Sherman Vc,k,KV-85,.8,Diag,0,0
2021-07-30, Sherman Vc,k,SU-85,.9,Near-Para,0,0
2021-07-30, Sherman Vc,k,M4A3E2,~1.2
2021-07-30, Sherman Vc,k,IS-1,~1.2
2021-07-24, Sherman Vc,k,SU-85,~.1
2021-07-24, Sherman Vc,k,T-34-85,1.54,Diag,0,0
2021-07-24, Sherman Vc,k,Yag-10 (29K),1.53,Diag,0,0
2021-07-24, Sherman Vc,k,T-34-85,1.04,Near-Para,21,0
2021-07-24, Sherman Vc,k,M4A1 (76) W,.81,Near-Para,22,-5
2021-07-24, Sherman Vc,k,SU-152,1,Diag,6,0
2021-07-24, Sherman Vc,k,T-34-57,1,Near-Para,0,0
2021-07-24, Sherman Vc,k,ASU-57,~.01
2021-07-24, Sherman Vc,k,ZUT-37
2021-07-24, Sherman Vc,k,Sherman Vc,~1
2021-07-24, Sherman Vc,k,KV-1S,.34,Diag,-15,0
2021-07-24, Sherman Vc,k,T-34-85,.67,Near-Para,0,0
2021-07-24, Sherman Vc,k,SU-152,~.4
2021-07-24, Sherman Vc,kb,IS-1,.04
2021-07-24, Sherman Vc,kb,T-34-85,.42,Diag,0,0
2021-07-24, Sherman Vc,k,E.B.R (1954),.4,Near-Perp,24,0
2021-07-12, Sherman Vc,k,T-34-85 (D-5T),.61,Near-Para,0,0
2021-07-12, Sherman Vc,k,T-34-85,1.18,Near-Para,0,0
2021-07-12, Sherman Vc,k,IS-1,.37,Diag,0,0
2021-07-12, Sherman Vc,k,M18,.11,Diag,0,22
2021-07-12, Sherman Vc,k,M4A3E2,.4,Diag,11,0
2021-07-12, Sherman Vc,K,M18,.04,Diag,0,0
2021-07-12, Sherman Vc,k,KV-85,.16,Near-Perp,0,0
2021-06-06, Sherman Vc,k,M4A3E2,.8,Diag,0,0
2021-06-06, Sherman Vc,kb,T-34-85 (D-5T),.02,Diag,0,0
2021-06-06, Sherman Vc,kb,KV-85,.72,Diag,0,0
2021-06-06, Sherman Vc,k,T-34-85 (D-5T),1.16,5,0
2021-06-30, Tiger E,k,KV-85,0.01,Diag,0,0
2021-06-30, Tiger E,k,M18,.05,Diag,10,0
2021-06-30, Tiger E,k,M4A2 (76) W,0.02,Near-Para,6,0
2021-06-30, Tiger E,k,M4A2 (76) W,0.04,Diag,0,0
2021-06-30, Tiger E,k,M18,0.02,Para,12,0
2021-06-30, Tiger E,k,M24,0.02,Para,16,0
2021-06-30, Tiger E,k,IS-1,0.12,Diag,0,18
2021-06-30, Tiger E,k,M4A1,.92,Diag,0,0
2021-06-30, Tiger E,k,Avenger,.94,Diag,15,0
2021-06-30, Tiger E,k,Pvkv II,.87,Near-Para,0,0
2021-06-30, Tiger E,k,Yag-29K,1.08,Diag,4,0
2021-06-30, Tiger E,k,Pvkv II,1.91,Near-Para,0,0
2021-06-30, Tiger E,k,M4A3 (76) W,1.04,Near-Para,-4,0
2021-06-30, Tiger E,k,T-34-85,.49,Diag,0,0
2021-06-30, Tiger E,k,M4A3 (76) W,.68,Near-Para,0,0
2021-06-30, Tiger E,kb,M4A3,.23,Diag,-5,0
2021-06-30, Tiger E,k,IS-1,1,Perp,6,0
2021-06-30, Tiger E,kb Comet I,1.22,Diag,0,0
2021-06-24, Tiger E,kb,T-34-85,.53,Diag,0,10
2021-06-24, Tiger E,kb,Yag-10 (29K),.15,Diag,0,0
2021-06-24, Tiger E,kb,T-34-85,0.12,Near-Para,0,0
2021-06-24, Tiger E,k,T-34-85,.79,Para,0,0
2021-06-24, Tiger E,k,IS-6,.86,Diag,0,0
2021-06-24, Tiger E,k,M4,~.8,
2021-06-24, Tiger E,k,KV-2
2021-06-24, Tiger E,k,Churchill VII
2021-06-24, Tiger E,k,M4A2
2021-06-24, Tiger E,kb,T-20,.66,Near-Para,0,0
2021-06-18, Tiger E,k,T-34-85 (D-5T),.23,Near-Para,5,0
2021-06-18, Tiger E,k,T-34-85,.68,Perp,-8,0
2021-06-18, Tiger E,k,M4A3E2,.58,Near-Para,0,0
2021-06-18, Tiger E,k,M18,.18,Diag,0,0
2021-06-18, Tiger E,k,M4A3 (76) W,.39,Perp,17,0
2021-06-18, Tiger E,k,M18,.32,Para,0,0
2021-06-18, Tiger E,K,SU-152,.59,Para,0,0
2021-06-18, Tiger E,k,Sherman VC,2.4,Diag,0,0
2021-06-06, Tiger E,k,T-34-85 ( D-5T),.3,Near-Para,0,0
2021-06-06, Tiger E,k,IS-1,.27,Near-Para,0,0
2021-06-06, Tiger E,k,KV-220,.28,Near-Perp,5,0
2021-06-06, Tiger E,k,T-34-85,.44,Near-Perp,0,0
2021-06-06, Tiger E,k,M4A2,.41,Diag,23,0
2021-06-06, Tiger E,kb,T-34-85 (S-53),1.28,Diag,0,-8
2021-06-06, Tiger E,kb,M18,.05,Diag,0,0
2021-05-31, Tiger E,k,E.B.R. (1954),.42,Diag,11,0
2021-05-31, Tiger E,k,T-34-85,.32,Near-Para,0,0
2021-05-31, Tiger E,k,E.B.R. (1954),.27,Diag,11,0
2021-05-31, Tiger E,kb,E.B.R. (1954),.27,Diag,11,0
2021-05-31, Tiger E,kb,T-34-85,.03,Diag,0,0
2021-05-31, Tiger E,k,M4A3E2,.01,Diag,-1,0
2021-05-25, Tiger E,k,KV-122,1.95,Diag,0,0
2021-05-25, Tiger E,k,SU-85,1.86,Para,0,0
2021-05-19, Tiger E,k,SU-85,.57,Diag,0,0
2021-05-19, Tiger E,k,M4A4,.52,Diag,-2,0
2021-05-19, Tiger E,k,Sherman VC,.87,Diag,8,0
2021-05-19, Tiger E,k,T-34-85 (S-53),0.03,Diag,13,-0.5
2021-05-19, Tiger E,k,M18,.25,Diag,0,0
2021-05-19, Tiger E,kb,T-34-85,.64,Diag,0,2
2021-05-19, Tiger E,kb,T-34-85 Gorillaz,.03,Near-Para
2021-05-19, Tiger E,k,T-20,.74,Diag,0,0
2021-05-19, Tiger E,k,Comet I,0.76,Near-Para,-0.5,0.0
2021-05-19, Tiger E,k,M4A2 (76) W,.75,Diag,0,0
2021-05-11, Tiger E,k,T-34-85 (S-53),.26,Diag,0,0
2021-05-11, Tiger E,k,T-34-85 Gai,.35,Diag,0,0
2021-05-11, Tiger E,k,M10,.23,Para,0,0
2021-05-11, Tiger E,k,ASU-57,.11,Near-Para,12,0
2021-05-11, Tiger E,k,M4A3E2,11.67,Diag,17.0,0.0
2021-05-11, Tiger E,k,SU-85,.69,Diag,-8,0
2021-05-11, Tiger E,kb,M24,.25,Diag,0,4
2021-05-11, Tiger E,k,KV-1S,.11,Diag,0,9
2021-05-07, Tiger E,k,T-34-85,.35,Diag,0,0
2021-05-07, Tiger E,k Sherman VC,.44,Diag,5,0
2021-05-07, Tiger E,k,ARL-44,1.02,Near-Para,0,0
2021-05-07, Tiger E,k,Comet I,.82,Diag,0,0
2021-05-07, Tiger E,k,KV-85,.29,Diag,0,0
2021-05-07, Tiger E,k,M4A4 (SA50),1.12,Near-Perp,0,0
2021-05-07, Tiger E,kb,T55E1,.02,Diag,0,10
2021-05-07, Tiger E,k,M4A1,1.19,Near-Para,0,0
2021-05-07, Tiger E,k,T-34-85 (D-5T),1.53,Near-Para,0,0
2021-05-07, Tiger E,k,A.C. IV,1.21,Diag,4,0
2021-05-07, Tiger E,k,T-34-85 (D-5T),1.14,Near-Perp,20,0
2021-05-07, Tiger E,k,T-34-85,.66,Para,0,0
2021-05-07, Tiger E,k,AMX-13 (FL11),.62,Diag,49,0
2021-05-07, Tiger E,k,SU-152,.91,Near-Para,0,0
2021-05-07, Tiger E,kb,M18,.87,Diag,0,0
2021-05-07, Tiger E,k,SU-85,.29,Diag,0,0
2021-05-07, Tiger E,k,T-34-85 (D-5T),.23,Diag,26,0
2021-05-07, Tiger E,k,A.C. IV,.36,Diag,0,0
2021-05-07, Tiger E,k,ARL-44,.08,Diag,0,0
2021-05-07, Tiger E,k,M4A3E2,.02,Diag,3,0
2021-05-07, Tiger E,k,KV-220,.6,Diag,0,0
2021-05-07, Tiger E,k,T-34-85 (D-5T),.7,Diag,0,0
2021-05-01, Tiger E,k,Strv m/42 DT,1,Diag,0,0
2021-05-01, Tiger E,kb,Pvkv II,.28,Near-Perp,0,14
2021-05-01, Tiger E,kb,E.B.R,.05,0,0
2021-05-01, Tiger E,k,IS-1,.41,Diag,19,0
2021-05-01, Tiger E,k,M4A3E2,.71,Diag,8,0
2021-05-01, Tiger E,k,Achilles,.71,Diag,0,0
2021-05-01, Tiger E,k,Comet I,Near-Perp,4,0
2021-05-01, Tiger E,kb,E.B.R. (1954),.1,Diag,0,0
2021-05-01, Tiger E,k,M4A4 (SA50),.25,Diag,13,0
2021-05-01, Tiger E,k,Strv m/42 DT,.09,Diag,14,0
2021-05-01, Tiger E,k,M4A3 (76) W,.09,Diag,11,0
2021-05-01, Tiger E,k,Avenger,.16,Near-Para,12,0
2021-05-01, Tiger E,k,T55E1,.41,Diag,33,0
2021-05-01, Tiger E,k,M4A2,.3,Diag,0,0
2021-05-01, Tiger E,k,T-34-85 (D-5T),.2,Diag,5,0
2021-05-01, Tiger E,kb,SU-85M,.22,Diag,0,0
2021-05-01, Tiger E,kb,Strv m/42 DT,.04,Diag,0,0
2021-04-25, Tiger E,k,Sherman Firefly,.6,Diag,0,0
2021-04-25, Tiger E,kb,IS-1,.3,Diag,0,0
2021-04-25, Tiger E,k,T55E1,.57,Diag,0,0
2021-04-25, Tiger E,k,Sherman VC,1,Diag,0,0
2021-04-25, Tiger E,kb,M18,.16,Diag,0,39
2021-04-25, Tiger E,k,T-34-85,0.27,Near-Para,14.5,0.0
2021-04-25, Tiger E,k,IS-1,.6,Near-Perp,0,0
2021-04-25, Tiger E,k,Avenger,1.05,Para,15,0
2021-04-25, Tiger E,k,M10,.8,Diag,15,0
2021-04-25, Tiger E,k,SU-85M,.31,Diag,-5,0
2021-04-13, Tiger E,k,SU-85,.63,Para,0,0
2021-04-13, Tiger E,k,M4A2 (76) W,.45,Diag,0,0
2021-04-13, Tiger E,kb,Pvkv II,.46,Diag,0,0
2021-04-13, Tiger E,k,M4A2 (76) W,.02,Diag,0,0
2021-04-13, Tiger E,k,M4A3 (76),.01,Diag,7,0
2021-04-13, Tiger E,kb,T-34-85 (D-5T),.05,Diag,20,0
2021-04-13, Tiger E,k,M6A1,1.33,Diag,0,0
2021-04-13, Tiger E,k,Sherman VC,1.22,Perp,27,0
2021-04-13, Tiger E,k,M18,1.11,Diag,0,0
2021-04-13, Tiger E,k,T-34-85 (D-5T),1.19,Diag,0,0
2021-04-13, Tiger E,k,KV-85,1.13,Diag,-4,0
2021-04-13, Tiger E,k,T-34-57 (1943),.63,Perp,0,0
2021-04-13, Tiger E,k,T-34-85 (D-5T),0.73,Diag,0,0.0
2021-04-13, Tiger E,k,IS-1,.09,Near-Perp,-6,0
2021-04-13, Tiger E,k,T-34-85,.78,Near-Para,0,0
2021-04-13, Tiger E,k,SU-100Y,.79,Near-Para,0,0
2021-04-13, Tiger E,k,M4A3E2,.63,Para,4,0
2021-04-13, Tiger E,k,T-20,0.07,Para,-4.0,0.0
2021-04-13, Tiger E,k,T-34-85 (D-5T),0.04,Diag,3,0
2021-04-13, Tiger E,k,ZSU-37,.09,Diag,0,0
2021-04-13, Tiger E,kb M4A1,.05,Diag,0,0
2021-04-13, Tiger E,k,M4A3E2,.71,Diag,0,0
2021-04-13, Tiger E,kb,Comet 1,.26,Diag,0,0
2021-04-13, Tiger E,kb,Lorraine 155 Mle.50,.40,Diag,0,0
2021-04-13, Tiger E,k,IS-1,1.05,Diag,0,0
2021-04-13, Tiger E,k,T-34-85,.84,Near-Para,0,0
2021-04-13, Tiger E,kb,M4A3 (76) W,.81,Diag,0,0
2021-04-13, Tiger E,k,KV-220,.11,Para,0,0
2021-04-13, Tiger E,k,KV-122,1.11,Diag,0,0
2021-04-13, Tiger E,k,M18,.9,Diag,0,0
2021-04-13, Tiger E,kb,T-34-85,0.2,Diag,0,4
2021-04-01, Tiger E,k,T-34-85 (D-5T),1.02,Para,7,0
2021-04-01, Tiger E,k,SU-85M,.6,Para,0,0
2021-04-01, Tiger E,k,Comet I,.5,Perp,18,0
2021-04-01, Tiger E,k,Comet I,.6,Diag,0,0
2021-03-20, Tiger E,kb,Comet I,1.13,Near-Parallel,0,0
2021-03-20, Tiger E,k,Strv m/42 DT,.30,Parallel,0,0
2021-03-20, Tiger E,k,T-34-85,.76,Diagonal,0,0
2021-03-20, Tiger E,k,IS-1,.37,Diagonal,16,0
2021-03-20, Tiger E,k,M18,.68,Diagonal,0,0
2021-03-20, Tiger E,k,M4A1,.77,Near-Parallel,0,-3
2021-03-20, Tiger E,k,Sherman IC,.07,Perpendicular,15,0
2021-03-20, Tiger E,k,M18,0.1,Perpendicular,0,0
2021-03-20, Tiger E,k,M4A1,0.07,Diagonal,0,0
2021-03-14, Tiger E,k,T-34-85 (D-5T),.33,Perpendicular,0,0
2021-03-14, Tiger E,k,SU-85M,.37,Near-Parallel,21,0
2021-03-08, Tiger E,k,IS-1,.3,Near-Perpendicular,5,0
2021-03-08, Tiger E,k,T-34-85,.58,Near-Perpendicular,31,0
2021-03-08, Tiger E,k,T-34-85 (S53),.32,Diagonal,10,0
2021-03-08, Tiger E,k,T-34-85 (D-5T),.67,Diagonal,0,0
2021-03-08, Tiger E,kb,M4A3E2,.6,Diagonal,0,0
2021-03-08, Tiger E,k,Achilles,1.1,Diagonal,0,0
2021-03-08, Tiger E,k,M18,.2,Near-Perpendicular,15,0
2021-03-08, Tiger E,k,Comet I,1.05,Parallel,0,0
2021-03-08, Tiger E,k,M4A2 (76W),1.32,Near-Perpendicular,0,0
2021-03-08, Tiger E,k,T-34-85,1.03,Diagonal,10,0
2021-03-08, Tiger E,kb,T-34-85E,.6,Diagonal,0,5
2021-03-08, Tiger E,k,T-34-85 (D-5T),.08,Diagonal,21,0
2021-03-08, Tiger E,k,M18,.20,Diagonal,0,0
2021-03-08, Tiger E,k,M6A1,.63,Diagonal,0,0
2021-03-02, Tiger E,k,M18,.2,Parallel,0,0
2021-03-02, Tiger E,k,T-34-85 (D-5T),.2,Diagonal,5,0
2021-03-02, Tiger E,k,M4A3E2,.1,Near-Perpendicular,0,0
2021-03-02, Tiger E,kb,KV-2 (Zis-6),.15,Near-Parallel,0,0
2021-03-02, Tiger E,k,M4A3,0.5,Near-Parallel,0,0
2021-02-23, Tiger E,k,T-34-85 (D-5T),1.89,Near-Perpendicular,0,0
2021-02-23, Tiger E,k,KV-220,.5,Diagonal,0,0
2021-02-23, Tiger E,k,M4A3E2,1.05,Near-Perpendicular,0,0
2021-02-23, Tiger E,k,SU-152,.6,Near-Perpendicular,0,0
2021-02-23, Tiger E,k,Sherman VC,.66,Diagonal,0,0
2021-02-23, Tiger E,kb,Sherman VC,.54,Diagonal,0,0
2021-02-23, Tiger E,k,M18,.6,Diagonal,0,0
2021-02-23, Tiger E,k,M4A4 (SA50),.3,Near-Parallel,10,0
2021-02-23, Tiger E,k,M4A3,Diagonal,.6,0,0
2021-02-23, Tiger E,kb,Pvkv II,.2,Diagonal,0,0
2021-02-19, Tiger E,k,T-34-85 (S53),Diagonal,.53,0,0
2021-02-19, Tiger E,k,QF 3.7 RAM,.35,Diagonal,0,0
2021-02-19, Tiger E,k,ARL-44,.14,Near-Perpendicular,0,0
2021-02-19, Tiger E,k,ASU-57,.20,Diagonal,0,0
2021-02-19, Tiger E,kb,Comet I,.1,Diagonal,Stationary,Approaching
2021-02-19, Tiger E,kb,Sherman VC,.5,Diagonal,Stationary,Staionary
2021-02-19, Tiger E,k,Sherman IC,.5,Diagonal,Stationary,Stationary
2021-02-19, Tiger E,k,M24,.3,Diagonal,Approaching,Stationary
2021-02-19, Tiger E,k,A.C. IV,.8,Near-Perpendicular,Lateral-Right,Stationary
2021-02-19, Tiger E,k,M18,.90,Near-Perpendicular,Lateral-Left,Stationary
2021-02-19, Tiger E,kb,EBR,.02,Near-Perpendicular,Approaching,Approaching
2021-02-19, Tiger E,k,M24,.6,Diagonal,Stationary,Stationary
2021-04-12, Tiger E,k,T-34-85,.23,Diagonal,0,0
2021-04-12, Tiger E,k,T-34-85 (D-5T),.33,Perpendicular,32,0
2021-04-12, Tiger E,k,EBR,.53,Diagonal,5,0
2021-04-12, Tiger E,kb,IS-1,.11,Diagonal,0,0
2021-04-12, Tiger E,k,M18,.26,Diagonal,0,0
2021-04-12, Tiger E,k,T-34-85 (D-5T),.78,Near-Perpendicular,0,0
2021-04-12, Tiger E,k,ASU-57,.93 Diagonal,12,0
2021-04-12, Tiger E,k,T-34-85 (D-5T),.55,Diagonal,4,0
2021-04-12, Tiger E,k,IS-1
2021-04-12, Tiger E,k,M4A2
2021-04-12, Tiger E,k,T-34-85,Diagonal,.32,0,0
2021-04-12, Tiger E,K,IS-1,.25,Diagonal,-3,0
2021-04-12, Tiger E,k,M18,.2,Diagonal,0,0
2021-04-12, Tiger E,kb,M18,.2,Diagonal,0,0
2021-04-12, Tiger E,k,M4A1,Diagonal,.35,0,0
2021-04-12, Tiger E,k,Sherman Vc,.32,Near-Parallel,0,0
2021-04-12, Tiger E,kb,EBR (1954)
2021-04-12, Tiger E,k,SU-85,.90,Diagonal,0,0
2021-04-12, Tiger E,kb,T-34-85 (D-5T),.57,Diagonal,0,1
2021-04-05, Tiger E,k,T-34-85 (D-5T),.36,Diagonal,Stationary,Stationary
2021-04-05, Tiger E,k,KV-85,.29,Parallel,Stationary,Stationary
2021-04-05, Tiger E,k,Pvkv II,.3,Near-Parallel,Stationary,Stationary
2021-04-05, Tiger E,k,E.B.R
2021-04-05, Tiger E,k,ARL-44 SgtLuap
2021-04-05, Tiger E,kb,Comet 1
2021-04-05, Tiger E,k,T-34-85 (D-5T),.13,Near-Parallel,Stationary,Stationary
2021-04-05, Tiger E,k,T-34-85,.24 Near-Perpendicular,Lateral-Left,Stationary
2021-04-05, Tiger E,k,M6A1,.11,Near-Parallel,Stationary,Stationary
2021-04-05, Tiger E,kb,T-34-85,.6,Diagonal,Stationary,Stationary
2021-04-05, Tiger E,k,T-34-85 (D-5T),.3,Diagonal,Stationary,Stationary
2021-04-05, Tiger E,k,KV-2 (Zis-6),.13,Perpendicular,Lateral-Left,Stationary
2021-04-05, Tiger E,kb,Avenger,0.43,Diagonal,Stationary,Stationary
2021-04-05, Tiger E,kb,T-34-85,.20,Diagonal,Stationary,Retreating
2021-04-05, Tiger E,k,T-34-85,.21,Diagonal,Stationary,Stationary
2021-04-05, Tiger E,k,KV-220,.3,Diagonal,Approaching,Stationary
2021-04-05, Tiger E,k,IS-1
2021-04-05, Tiger E,kb,SU-85M
2021-04-05, Tiger E,2021-02-04
2021-04-05, Tiger E,k,IS-1,.08,Near-Parallel,Approaching,Stationary
2021-04-05, Tiger E,k,Avenger,.14,Near-Perpendicular,Stationary,Stationary
2021-04-05, Tiger E,kb,ARL-44,.06,Near-Parallel,Stationary,Lateral-Right
2021-04-05, Tiger E,k,T-34-85 (D-5T),.05,Near-Parallel,Approaching,Stationary
2021-04-05, Tiger E,k,Achilles,.01,Diagonal,Approaching,Approaching
2021-04-05, Tiger E,k,Sherman VC,.45,Diagonal,Stationary,Stationary
2021-04-05, Tiger E,k,Avenger,1.09,Diagonal,Retreating,Stationary
2021-04-05, Tiger E,k,Sherman VC,.18,Diagonal,Retreating,Stationary
2021-04-05, Tiger E,k,KV-85,0.39,Perpendicular,Lateral-Right,Stationary
2021-04-05, Tiger E,k,T-34-57,.21,Diagonal,Approaching,Stationary
2021-02-02, Tiger E,k,T-34-85 Gai,.51 Diagonal,Lateral-Right,Stationary,221
2021-02-02, Tiger E,K,ASU-57,1.01,Near-Perpendicular,Lateral-Left,Stationary
2021-02-02, Tiger E,kb,ARL-44,1.45,Diagonal,Stationary,Retreating
2021-01-31, Tiger E,k,KV-220,0.13,Diagonal,Diagonal,Approaching
2021-01-31, Tiger E,kb,IS-1,.15,Diagonal,Diagonal,Stationary
2021-01-31, Tiger E,k,T-34-85,0.43,Diagonal,Stationary,Stationary
2021-01-31, Tiger E,k,M24,.61,Diagonal Approaching,Stationary,12
2021-01-31, Tiger E,K,M24,.2,Near-Perpendicular,Stationary,Stationary
2021-01-31, Tiger E,k,T-34-85 (D-5T),.54,Diagonal,Stationary,Stationary
2021-01-31, Tiger E,k,T-34-57,.43,Near-Parallel,Stationary,Stationry
2021-01-31, Tiger E,k,KV-2,.43,Diagonal,Retreating,Stationary
2021-01-31, Tiger E,K,M4A4 (ASA50),2.06,Diagonal,Stationary,Stationary
2021-01-13, Tiger E,k,M24,0.23,Parallel,Staionary,Stationary
2021-01-13, Tiger E,kb,M4A3E2,0.03,Parallel,Stationary,Retreating
2021-01-13, Tiger E,kb,M24,0.01,Diagonal,Lateral-Right,Retreating
2021-01-13, Tiger E,k,T-34-85,0.30,Diagonal,Lateral-Left,Stationary
2021-01-13, Tiger E,kb,T-20,0.11,Diagonal,Stationary,Approaching
2021-03-09, Valentine IX,k,?T-50,.2,Diaognal,0,0
2021-03-09, Valentine IX,k,Panzer IIIL,.2,Diagonal,0,0
2021-03-09, Valentine IX,k,?Panzer IV F1,.3,Diagonal,-2,0
2021-03-09, Valentine IX,kb,Panzer IV F2,.2,Near-Parallel,0,0
0001-01-01, Waffentrager,k,T-34-85,.8,Near-Para,0,0
